Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
1999-01-22,0.03760487213730812,0.04476717812923988,0.035575001588857194,0.040111494969688924,2714688000
1999-01-25,0.04154449701309204,0.04202124916969329,0.03760486209398573,0.04058915517563746,510480000
1999-01-26,0.03832092881202698,0.042857423315880556,0.03772406783925186,0.04202127079500529,343200000
1999-01-27,0.03820173069834709,0.03939544896889617,0.03629104987102288,0.03844010684749726,244368000
1999-01-28,0.038081634789705276,0.038440116154890895,0.03784325858283777,0.03820173994802339,227520000
1999-01-29,0.036291055381298065,0.03820173649873175,0.036291055381298065,0.03808163135125811,244032000
1999-02-01,0.037008028477430344,0.037246404729959465,0.03629106560972293,0.03629106560972293,154704000
1999-02-02,0.03414291888475418,0.037246403913598916,0.03306838995406689,0.036291064814301346,264096000
1999-02-03,0.03485897183418274,0.035336643166178086,0.03342596125367223,0.03366525630113037,75120000
1999-02-04,0.03676871955394745,0.03772405822407489,0.03485895072963682,0.035336621772437286,181920000
1999-02-05,0.0378432497382164,0.03820173101961875,0.03641115530647342,0.037365578673499794,136848000
1999-02-08,0.03653034195303917,0.03820173131109651,0.03653034195303917,0.038081626179932646,154080000
1999-02-09,0.03509732708334923,0.03748476331717764,0.03461965608412737,0.03724638378323398,86976000
1999-02-10,0.034739766269922256,0.03605267093001956,0.034142905416586725,0.035097332207569304,148224000
1999-02-11,0.03772407025098801,0.03915616507359473,0.03485896184311696,0.03485896184311696,132240000
1999-02-12,0.039873138070106506,0.04011151432710947,0.03820174798264132,0.03820174798264132,109728000
1999-02-16,0.04011151194572449,0.04226057318242255,0.0360526844779394,0.04058918319418631,211008000
1999-02-17,0.03796244412660599,0.03963383382503503,0.037246396759450955,0.039156162659398024,67728000
1999-02-18,0.038559287786483765,0.03963381602828479,0.03748475954468273,0.03915614507713611,70704000
1999-02-19,0.039873138070106506,0.04058918560393021,0.03772407670582058,0.03820174798264132,75360000
1999-02-22,0.04011151194572449,0.04106685444264813,0.03796245070902642,0.04058918319418631,205248000
1999-02-23,0.04202127829194069,0.04285743096199235,0.03867941706907249,0.041066854555162395,138096000
1999-02-24,0.045364055782556534,0.05013984583935655,0.0442895269280999,0.048229164360836504,612768000
1999-02-25,0.043931953608989716,0.04870682752884921,0.04321498751096256,0.04727472944244128,149136000
1999-02-26,0.0419020876288414,0.04584172487875812,0.041544521592107114,0.04440963003743099,172608000
